Date,Suspanded Matter,Sulfur dioxide,Carbon monoxide,Nitrogen dioxide,Nitrous oxide,Phenol,Hydrogen chloride,Ammonia,Formaldehyde
12/17/2020,,,,,,,,,
12/18/2020,,,,,,,,,
12/19/2020,,,,,,,,,
12/20/2020,,,,,,,,,
12/21/2020,,,,,,,,,
12/22/2020,,,,,,,,,
12/23/2020,,,,,,,,,
12/24/2020,,,,,,,,,
12/25/2020,,,,,,,,,
12/26/2020,,,,,,,,,
12/27/2020,,,,,,,,,
12/28/2020,,,,,,,,,
12/29/2020,,,,,,,,,
12/30/2020,,,,,,,,,
12/31/2020,,,,,,,,,
1/1/2021,,,,,,,,,
1/2/2021,,,,,,,,,
1/3/2021,,,,,,,,,
1/4/2021,,,,,,,,,
1/5/2021,,,,,,,,,
1/6/2021,,,,,,,,,
1/7/2021,,,,,,,,,
1/8/2021,,,,,,,,,
1/9/2021,,,,,,,,,
1/10/2021,,,,,,,,,
1/11/2021,,,,,,,,,
1/12/2021,,,,,,,,,
1/13/2021,,,,,,,,,
1/14/2021,,,,,,,,,
1/15/2021,,,,,,,,,
1/16/2021,,,,,,,,,
1/17/2021,,,,,,,,,
1/18/2021,,,,,,,,,
1/19/2021,,,,,,,,,
1/20/2021,,,,,,,,,
1/21/2021,,,,,,,,,
1/22/2021,,,,,,,,,
1/23/2021,,,,,,,,,
1/24/2021,,,,,,,,,
1/25/2021,,,,,,,,,
1/26/2021,,,,,,,,,
1/27/2021,,,,,,,,,
1/28/2021,,,,,,,,,
1/29/2021,,,,,,,,,
1/30/2021,,,,,,,,,
1/31/2021,,,,,,,,,
2/1/2021,,,,,,,,,
2/2/2021,,,,,,,,,
2/3/2021,,,,,,,,,
2/4/2021,,,,,,,,,
2/5/2021,,,,,,,,,
2/6/2021,,,,,,,,,
2/7/2021,,,,,,,,,
2/8/2021,,,,,,,,,
2/9/2021,,,,,,,,,
2/10/2021,,,,,,,,,
2/11/2021,,,,,,,,,
2/12/2021,,,,,,,,,
2/13/2021,,,,,,,,,
2/14/2021,,,,,,,,,
2/15/2021,,,,,,,,,
2/16/2021,,,,,,,,,
2/17/2021,,,,,,,,,
2/18/2021,,,,,,,,,
2/19/2021,,,,,,,,,
2/20/2021,,,,,,,,,
2/21/2021,,,,,,,,,
2/22/2021,,,,,,,,,
2/23/2021,,,,,,,,,
2/24/2021,,,,,,,,,
2/25/2021,,,,,,,,,
2/26/2021,,,,,,,,,
2/27/2021,,,,,,,,,
2/28/2021,,,,,,,,,
3/1/2021,,,,,,,,,
3/2/2021,,,,,,,,,
3/3/2021,,,,,,,,,
3/4/2021,,,,,,,,,
3/5/2021,,,,,,,,,
3/6/2021,,,,,,,,,
3/7/2021,,,,,,,,,
3/8/2021,,,,,,,,,
3/9/2021,,,,,,,,,
3/10/2021,,,,,,,,,
3/11/2021,,,,,,,,,
3/12/2021,,,,,,,,,
3/13/2021,,,,,,,,,
3/14/2021,,,,,,,,,
3/15/2021,,,,,,,,,
3/16/2021,,,,,,,,,
3/17/2021,,,,,,,,,
3/18/2021,,,,,,,,,
3/19/2021,,,,,,,,,
3/20/2021,,,,,,,,,
3/21/2021,,,,,,,,,
3/22/2021,,,,,,,,,
3/23/2021,,,,,,,,,
